instance_count,machine_type,slots,memory,data_size_MB,line_length,lines,gross_runtime
8,m4.2xlarge,64,254032.0,13482,100,140000000,184.0
8,m4.2xlarge,64,254966.0,19260,100,200000000,313.0
12,r4.2xlarge,96,706157.0,15408,100,160000000,150.0
10,c4.2xlarge,80,153950.0,11556,100,120000000,190.0
12,r4.2xlarge,96,722721.0,11556,100,120000000,102.0
8,m4.2xlarge,64,264701.0,17334,100,180000000,249.0
2,r4.2xlarge,16,116439.0,11556,100,120000000,202.0
6,c4.2xlarge,48,66572.0,9630,100,100000000,168.0
6,c4.2xlarge,48,97445.0,9530,1000,10000000,165.0
10,r4.2xlarge,80,605954.0,19260,100,200000000,207.0
8,m4.2xlarge,64,254299.0,19260,100,200000000,339.0
2,c4.2xlarge,16,30109.0,9530,1000,10000000,385.0
2,m4.2xlarge,16,34852.0,11556,100,120000000,436.0
10,m4.2xlarge,80,341297.0,9630,100,100000000,121.0
4,r4.2xlarge,32,258639.0,9530,1000,10000000,120.0
12,m4.2xlarge,96,406708.0,19260,100,200000000,233.0
12,r4.2xlarge,96,702101.0,9530,1000,10000000,106.0
12,r4.2xlarge,96,708485.0,19260,100,200000000,132.0
12,c4.2xlarge,96,199889.0,9530,1000,10000000,154.0
4,c4.2xlarge,32,58805.0,19260,100,200000000,368.0
10,r4.2xlarge,80,600262.0,13482,100,140000000,130.0
10,r4.2xlarge,80,592371.0,11556,100,120000000,103.0
2,c4.2xlarge,16,58307.0,11556,100,120000000,460.0
6,r4.2xlarge,48,351826.0,17334,100,180000000,157.0
2,r4.2xlarge,16,127848.0,11556,100,120000000,216.0
10,c4.2xlarge,80,159296.0,15408,100,160000000,211.0
12,c4.2xlarge,96,176308.0,13482,100,140000000,152.0
12,m4.2xlarge,96,383755.0,13482,100,140000000,157.0
6,m4.2xlarge,48,202960.0,19260,100,200000000,297.0
2,c4.2xlarge,16,50986.0,13482,100,140000000,523.0
4,m4.2xlarge,32,121980.0,17334,100,180000000,309.0
2,r4.2xlarge,16,116259.0,17334,100,180000000,330.0
12,r4.2xlarge,96,702167.0,9530,1000,10000000,99.0
12,r4.2xlarge,96,718029.0,17334,100,180000000,196.0
10,c4.2xlarge,80,144162.0,9630,100,100000000,131.0
6,r4.2xlarge,48,374187.0,19260,100,200000000,181.0
4,r4.2xlarge,32,266318.0,9530,1000,10000000,105.0
6,c4.2xlarge,48,66057.0,11556,100,120000000,159.0
8,m4.2xlarge,64,273328.0,9530,1000,10000000,127.0
2,c4.2xlarge,16,31275.0,13482,100,140000000,527.0
2,r4.2xlarge,16,103346.0,17334,100,180000000,328.0
2,c4.2xlarge,16,40275.0,11556,100,120000000,448.0
4,m4.2xlarge,32,105493.0,9630,100,100000000,163.0
10,c4.2xlarge,80,143589.0,11556,100,120000000,184.0
6,m4.2xlarge,48,182889.0,17334,100,180000000,267.0
6,m4.2xlarge,48,196216.0,9530,1000,10000000,165.0
2,m4.2xlarge,16,44205.0,9630,100,100000000,375.0
4,c4.2xlarge,32,39471.0,9530,1000,10000000,167.0
2,r4.2xlarge,16,117480.0,15408,100,160000000,214.0
12,m4.2xlarge,96,394780.0,11556,100,120000000,179.0
8,r4.2xlarge,64,497208.0,11556,100,120000000,92.0
2,m4.2xlarge,16,61609.0,17334,100,180000000,734.0
10,m4.2xlarge,80,330121.0,11556,100,120000000,181.0
4,m4.2xlarge,32,134504.0,17334,100,180000000,344.0
12,m4.2xlarge,96,408129.0,17334,100,180000000,199.0
4,r4.2xlarge,32,260625.0,9630,100,100000000,120.0
10,c4.2xlarge,80,144512.0,19260,100,200000000,251.0
4,c4.2xlarge,32,54108.0,9630,100,100000000,172.0
10,r4.2xlarge,80,607603.0,11556,100,120000000,104.0
6,c4.2xlarge,48,90421.0,9630,100,100000000,172.0
10,m4.2xlarge,80,324973.0,11556,100,120000000,187.0
6,r4.2xlarge,48,363310.0,13482,100,140000000,143.0
4,m4.2xlarge,32,100926.0,13482,100,140000000,291.0
10,r4.2xlarge,80,617573.0,17334,100,180000000,145.0
12,m4.2xlarge,96,382203.0,19260,100,200000000,250.0
10,c4.2xlarge,80,159193.0,9630,100,100000000,125.0
6,c4.2xlarge,48,85528.0,15408,100,160000000,248.0
4,r4.2xlarge,32,267835.0,9530,1000,10000000,90.0
6,r4.2xlarge,48,356071.0,13482,100,140000000,138.0
2,r4.2xlarge,16,124282.0,11556,100,120000000,193.0
8,c4.2xlarge,64,107469.0,11556,100,120000000,220.0
4,r4.2xlarge,32,259177.0,13482,100,140000000,230.0
8,r4.2xlarge,64,498244.0,17334,100,180000000,289.0
8,c4.2xlarge,64,134544.0,9530,1000,10000000,114.0
8,m4.2xlarge,64,274713.0,19260,100,200000000,596.0
6,r4.2xlarge,48,353235.0,17334,100,180000000,155.0
12,c4.2xlarge,96,190268.0,9630,100,100000000,122.0
10,c4.2xlarge,80,146863.0,19260,100,200000000,262.0
8,r4.2xlarge,64,520296.0,13482,100,140000000,112.0
2,c4.2xlarge,16,62451.0,19260,100,200000000,782.0
8,m4.2xlarge,64,261174.0,9630,100,100000000,189.0
12,c4.2xlarge,96,195675.0,13482,100,140000000,159.0
8,r4.2xlarge,64,510214.0,11556,100,120000000,119.0
4,c4.2xlarge,32,42403.0,11556,100,120000000,229.0
8,m4.2xlarge,64,272764.0,15408,100,160000000,166.0
6,c4.2xlarge,48,96671.0,19260,100,200000000,303.0
6,r4.2xlarge,48,357506.0,17334,100,180000000,152.0
2,m4.2xlarge,16,56234.0,17334,100,180000000,707.0
4,c4.2xlarge,32,30319.0,13482,100,140000000,231.0
10,c4.2xlarge,80,163954.0,19260,100,200000000,255.0
12,m4.2xlarge,96,400827.0,13482,100,140000000,188.0
2,r4.2xlarge,16,133626.0,19260,100,200000000,423.0
2,c4.2xlarge,16,42748.0,17334,100,180000000,759.0
4,c4.2xlarge,32,51963.0,9630,100,100000000,184.0
10,c4.2xlarge,80,146637.0,17334,100,180000000,207.0
6,r4.2xlarge,48,373376.0,9530,1000,10000000,171.0
4,c4.2xlarge,32,51085.0,11556,100,120000000,206.0
2,c4.2xlarge,16,64660.0,9630,100,100000000,364.0
2,r4.2xlarge,16,100236.0,13482,100,140000000,254.0
6,m4.2xlarge,48,175341.0,17334,100,180000000,222.0
4,m4.2xlarge,32,101730.0,9530,1000,10000000,179.0
4,m4.2xlarge,32,104617.0,13482,100,140000000,222.0
6,m4.2xlarge,48,203021.0,19260,100,200000000,311.0
8,r4.2xlarge,64,519596.0,9630,100,100000000,93.0
6,r4.2xlarge,48,362762.0,15408,100,160000000,205.0
