instance_count,machine_type,slots,memory,data_size_MB,features,observations,k,gross_runtime
4,r4.xlarge,16,609659.0,18600,5,175000000,7,656.0
8,r4.2xlarge,16,315679.0,18600,5,100000000,3,592.0
6,r4.2xlarge,24,384053.0,18600,5,175000000,7,720.0
2,r4.xlarge,96,258972.0,18600,5,100000000,3,1072.0
2,r4.2xlarge,64,601424.0,18600,5,100000000,3,147.0
8,r4.2xlarge,96,558678.0,18600,5,175000000,7,1055.0
6,r4.2xlarge,16,481262.0,13200,5,100000000,7,1393.0
8,r4.2xlarge,64,106582.0,18600,5,100000000,7,296.0
8,r4.2xlarge,96,411785.0,18600,5,175000000,7,1647.0
4,r4.2xlarge,16,229174.0,18600,5,100000000,7,990.0
4,r4.2xlarge,64,169033.0,18600,5,100000000,7,1601.0
6,r4.2xlarge,16,552600.0,18600,5,100000000,5,1104.0
8,r4.2xlarge,16,250921.0,16000,5,175000000,5,122.0
8,r4.2xlarge,96,413097.0,18600,5,175000000,7,149.0
2,r4.2xlarge,16,428484.0,13200,5,100000000,5,1049.0
8,r4.2xlarge,8,244885.0,18600,5,100000000,7,184.0
8,r4.xlarge,16,407033.0,18600,5,175000000,3,1091.0
8,r4.2xlarge,24,122993.0,18600,5,100000000,7,1195.0
2,r4.2xlarge,96,69695.0,18600,5,175000000,7,553.0
6,r4.2xlarge,96,618074.0,18600,5,100000000,7,698.0
2,r4.xlarge,96,386550.0,16000,15,100000000,7,285.0
4,r4.2xlarge,96,625368.0,18600,5,175000000,7,620.0
8,r4.xlarge,24,422849.0,18600,5,100000000,5,1042.0
8,r4.2xlarge,64,375836.0,18600,5,100000000,3,590.0
4,r4.2xlarge,16,297835.0,18600,5,100000000,5,161.0
4,r4.2xlarge,8,162935.0,16000,15,175000000,7,3473.0
8,r4.2xlarge,16,353773.0,16000,5,100000000,7,3787.0
8,r4.2xlarge,64,428765.0,16000,5,175000000,7,150.0
2,r4.2xlarge,16,475113.0,18600,5,175000000,7,100.0
2,r4.xlarge,96,411302.0,18600,5,175000000,7,592.0
8,r4.xlarge,96,487951.0,18600,5,100000000,7,1616.0
6,r4.2xlarge,16,183720.0,18600,5,100000000,3,633.0
8,r4.xlarge,16,405227.0,18600,5,100000000,5,291.0
2,r4.2xlarge,96,620332.0,18600,5,100000000,5,3651.0
6,r4.2xlarge,16,238979.0,18600,5,175000000,7,148.0
4,r4.2xlarge,16,240706.0,18600,5,100000000,3,1111.0
4,r4.2xlarge,16,481701.0,13200,5,100000000,7,291.0
6,r4.2xlarge,96,555269.0,18600,5,175000000,7,1116.0
6,r4.2xlarge,8,233823.0,18600,5,175000000,3,131.0
4,r4.2xlarge,8,330138.0,18600,15,175000000,5,149.0
8,r4.2xlarge,32,417564.0,18600,5,100000000,3,761.0
8,r4.2xlarge,16,363774.0,18600,15,175000000,3,1053.0
8,r4.2xlarge,40,398009.0,13200,5,100000000,7,734.0
4,r4.2xlarge,16,404075.0,18600,5,100000000,3,271.0
8,r4.2xlarge,96,485538.0,18600,5,175000000,3,1152.0
8,r4.2xlarge,96,600033.0,18600,5,175000000,7,1147.0
8,r4.xlarge,8,599894.0,18600,5,175000000,3,270.0
4,r4.2xlarge,96,429114.0,18600,5,175000000,7,283.0
8,r4.2xlarge,96,410680.0,18600,5,175000000,5,108.0
8,r4.xlarge,96,392891.0,18600,5,100000000,3,131.0
2,r4.2xlarge,64,101814.0,18600,5,175000000,7,207.0
8,r4.2xlarge,16,310451.0,18600,5,175000000,7,1034.0
6,r4.2xlarge,32,106562.0,18600,5,175000000,7,1105.0
6,r4.2xlarge,16,368886.0,18600,5,175000000,7,1320.0
6,r4.xlarge,96,608832.0,18600,5,175000000,3,1015.0
8,r4.2xlarge,64,429607.0,13200,5,100000000,3,1006.0
8,r4.2xlarge,40,421572.0,18600,5,175000000,7,543.0
6,r4.2xlarge,64,241589.0,18600,5,175000000,7,278.0
8,r4.2xlarge,16,242481.0,18600,5,175000000,7,1005.0
8,r4.2xlarge,16,170499.0,18600,5,175000000,5,309.0
4,r4.2xlarge,96,615626.0,18600,5,100000000,5,1206.0
6,r4.2xlarge,16,320531.0,13200,5,175000000,7,707.0
8,r4.2xlarge,8,419537.0,18600,5,100000000,7,194.0
4,r4.2xlarge,16,177172.0,18600,5,175000000,3,1048.0
2,r4.2xlarge,96,163057.0,16000,5,175000000,3,1302.0
2,r4.2xlarge,40,393867.0,16000,5,100000000,7,171.0
8,r4.2xlarge,96,343120.0,18600,5,175000000,7,182.0
8,r4.2xlarge,8,342495.0,18600,5,100000000,7,256.0
2,r4.xlarge,96,396604.0,18600,5,100000000,7,1186.0
4,r4.2xlarge,16,334038.0,16000,15,100000000,3,129.0
2,r4.xlarge,24,492750.0,18600,5,175000000,3,594.0
2,r4.2xlarge,16,178893.0,18600,5,175000000,7,587.0
8,r4.2xlarge,16,353973.0,18600,5,175000000,5,997.0
2,r4.2xlarge,16,401471.0,18600,15,100000000,7,731.0
8,r4.2xlarge,64,407573.0,16000,5,175000000,7,208.0
2,r4.2xlarge,8,189837.0,18600,5,175000000,7,109.0
8,r4.2xlarge,16,390483.0,18600,5,100000000,7,640.0
6,r4.2xlarge,8,337680.0,16000,5,175000000,7,195.0
4,r4.2xlarge,96,397237.0,13200,5,100000000,7,1160.0
4,r4.2xlarge,40,188707.0,18600,5,175000000,3,264.0
8,r4.2xlarge,16,402165.0,13200,5,100000000,7,570.0
4,r4.2xlarge,96,422927.0,18600,5,100000000,7,1126.0
8,r4.2xlarge,96,318787.0,16000,15,175000000,3,1546.0
6,r4.2xlarge,96,469247.0,18600,5,100000000,7,1436.0
6,r4.2xlarge,96,231383.0,16000,5,100000000,3,1019.0
8,r4.2xlarge,8,192773.0,18600,15,175000000,3,243.0
6,r4.xlarge,40,114609.0,13200,5,100000000,7,176.0
8,r4.2xlarge,16,618618.0,18600,5,175000000,5,1201.0
8,r4.2xlarge,32,411850.0,18600,5,100000000,7,652.0
2,r4.2xlarge,16,401535.0,18600,5,175000000,5,248.0
8,r4.xlarge,16,181846.0,18600,5,100000000,7,1016.0
2,r4.2xlarge,16,170120.0,18600,5,175000000,3,647.0
8,r4.2xlarge,24,356438.0,18600,5,100000000,7,3604.0
2,r4.2xlarge,96,421083.0,13200,5,100000000,3,726.0
4,r4.2xlarge,8,430965.0,18600,5,100000000,5,3485.0
2,r4.xlarge,16,427783.0,18600,15,100000000,3,629.0
6,r4.2xlarge,96,599018.0,16000,5,100000000,7,200.0
8,r4.2xlarge,64,365957.0,16000,5,175000000,3,3539.0
4,r4.2xlarge,96,104371.0,16000,15,100000000,5,200.0
2,r4.2xlarge,64,368010.0,18600,5,100000000,7,160.0
4,r4.2xlarge,96,169573.0,10500,5,175000000,5,4290.0
8,r4.2xlarge,24,341337.0,16000,5,100000000,3,1190.0
2,r4.2xlarge,16,656026.0,18600,5,175000000,5,1064.0
2,r4.xlarge,96,611378.0,18600,5,100000000,7,683.0
2,r4.2xlarge,32,237803.0,18600,5,175000000,5,625.0
8,r4.2xlarge,16,379467.0,18600,5,175000000,7,223.0
4,r4.2xlarge,96,376122.0,10500,5,100000000,7,249.0
4,r4.2xlarge,96,474026.0,18600,5,100000000,7,206.0
8,r4.2xlarge,16,124763.0,18600,5,100000000,3,244.0
4,r4.2xlarge,16,113018.0,18600,5,100000000,7,263.0
8,r4.2xlarge,8,194439.0,18600,5,100000000,7,1175.0
8,r4.xlarge,64,422431.0,18600,5,100000000,5,136.0
2,r4.2xlarge,96,382090.0,16000,5,175000000,7,1481.0
8,r4.2xlarge,16,606605.0,18600,5,100000000,7,3555.0
2,r4.2xlarge,24,318894.0,13200,5,100000000,7,654.0
4,r4.2xlarge,8,411796.0,18600,5,100000000,7,274.0
2,r4.2xlarge,8,454253.0,18600,5,100000000,3,209.0
4,r4.xlarge,64,410047.0,13200,5,100000000,7,295.0
6,r4.2xlarge,96,346041.0,13200,5,175000000,7,1383.0
6,r4.xlarge,16,162344.0,10500,5,100000000,7,1322.0
8,r4.2xlarge,96,421326.0,18600,5,100000000,3,3625.0
8,r4.2xlarge,16,162800.0,18600,5,100000000,7,200.0
2,r4.2xlarge,16,620638.0,18600,5,100000000,7,170.0
8,r4.xlarge,96,416026.0,16000,15,100000000,7,637.0
2,r4.2xlarge,24,254782.0,18600,5,175000000,3,196.0
6,r4.2xlarge,40,439772.0,18600,15,100000000,3,685.0
4,r4.2xlarge,8,184669.0,13200,5,100000000,7,552.0
4,r4.2xlarge,16,470548.0,10500,5,175000000,7,257.0
6,r4.2xlarge,8,414257.0,16000,5,100000000,7,310.0
8,r4.2xlarge,96,173066.0,18600,5,100000000,7,1089.0
2,r4.xlarge,16,127377.0,10500,5,175000000,5,556.0
8,r4.2xlarge,96,663956.0,13200,5,100000000,7,1031.0
8,r4.xlarge,16,302861.0,18600,5,175000000,3,1009.0
2,r4.2xlarge,96,616791.0,18600,5,100000000,7,1490.0
8,r4.2xlarge,16,407553.0,18600,15,100000000,7,1164.0
6,r4.2xlarge,16,428994.0,18600,5,175000000,5,540.0
8,r4.2xlarge,8,192668.0,16000,5,100000000,3,289.0
2,r4.2xlarge,16,617465.0,18600,5,175000000,5,1642.0
6,r4.2xlarge,24,487759.0,18600,5,100000000,7,4151.0
4,r4.2xlarge,96,419358.0,18600,15,100000000,7,1025.0
4,r4.2xlarge,24,173505.0,18600,5,175000000,5,309.0
8,r4.2xlarge,96,259494.0,18600,5,100000000,7,174.0
8,r4.xlarge,32,393127.0,18600,15,175000000,5,721.0
8,r4.2xlarge,8,374044.0,18600,5,100000000,7,988.0
8,r4.2xlarge,16,421575.0,16000,5,100000000,5,1207.0
6,r4.2xlarge,64,94855.0,18600,5,100000000,7,98.0
8,r4.2xlarge,16,121939.0,18600,5,175000000,5,1122.0
6,r4.2xlarge,64,415451.0,18600,5,100000000,7,301.0
8,r4.2xlarge,24,126500.0,18600,5,100000000,7,279.0
8,r4.2xlarge,8,106735.0,18600,5,175000000,7,609.0
2,r4.2xlarge,96,383943.0,13200,5,175000000,7,1170.0
8,r4.xlarge,32,105387.0,13200,15,175000000,7,1074.0
2,r4.2xlarge,8,389212.0,16000,5,175000000,7,1098.0
4,r4.xlarge,24,248904.0,16000,5,175000000,5,621.0
2,r4.2xlarge,16,261880.0,16000,5,100000000,7,173.0
6,r4.2xlarge,96,362984.0,13200,5,100000000,5,1562.0
8,r4.2xlarge,16,166372.0,18600,5,175000000,7,715.0
2,r4.2xlarge,96,364413.0,16000,5,100000000,7,696.0
6,r4.2xlarge,32,367172.0,16000,5,100000000,7,265.0
8,r4.2xlarge,16,561881.0,16000,5,175000000,7,97.0
2,r4.2xlarge,96,629626.0,18600,5,175000000,7,1105.0
8,r4.2xlarge,64,345518.0,18600,5,100000000,7,1511.0
